field_device_phone_number,status,role_id
07087344148,allocated,HA-ROS1-ZB-05
07688177015,allocated,HA-ROS1-ZB-06
07333114413,allocated,HA-ROS1-ZB-07
07750144649,allocated,HA-ROS1-ZB-08
07251563572,allocated,HA-ROS1-ZB-09
07619749500,allocated,HA-ROS1-ZB-10
07843696563,allocated,HA-ROS1-ZC
07315707590,allocated,HA-ROS1-ZC-01
07445898356,allocated,HA-ROS1-ZC-02
07769908883,allocated,HA-ROS1-ZC-03
07637479098,allocated,HA-ROS1-ZC-04
07462525076,allocated,HA-ROS1-ZC-05
07754290665,allocated,HA-ROS1-ZC-06
07942399123,allocated,HA-ROS1-ZC-07
07276021418,allocated,HA-ROS1-ZC-08
07972417203,allocated,HA-ROS1-ZC-09
07755021822,allocated,HA-ROS1-ZC-10
07115619893,allocated,HA-ROS2
07356355022,allocated,HA-ROS2-ZA
07382951365,allocated,HA-ROS2-ZA-01
07309004535,allocated,HA-ROS2-ZA-02
07148081918,allocated,HA-ROS2-ZA-03
07377030803,allocated,HA-ROS2-ZA-04
07472997949,allocated,HA-ROS2-ZA-05
07742326616,allocated,HA-ROS2-ZA-06
07954280973,allocated,HA-ROS2-ZA-07
07503540740,allocated,HA-ROS2-ZA-08
07676373518,allocated,HA-ROS2-ZA-09
07801881006,allocated,HA-ROS2-ZA-10
07940612258,allocated,HA-ROT1
07919087529,allocated,HA-ROT1-ZA
07617181196,allocated,HA-ROT1-ZA-01
07622686278,allocated,HA-ROT1-ZA-02
07291356182,allocated,HA-ROT1-ZA-03
07920977743,allocated,HA-ROT1-ZA-04
07549032764,allocated,HA-ROT1-ZA-05
07355204344,allocated,HA-ROT1-ZA-06
07966000956,allocated,HA-ROT1-ZA-07
07048386907,allocated,HA-ROT1-ZA-08
07043765954,allocated,HA-ROT1-ZA-09
07077363223,allocated,HA-ROT1-ZA-10
07623037104,allocated,HA-ROT1-ZB
07590942543,allocated,HA-ROT1-ZB-01
07862846702,allocated,HA-ROT1-ZB-02
07244765503,allocated,HA-ROT1-ZB-03
07400336890,allocated,HA-ROT1-ZB-04
07656015184,allocated,HA-ROT1-ZB-05
07006563068,allocated,HA-ROT1-ZB-06
07968473805,allocated,HA-ROT1-ZB-07
07125556948,allocated,HA-ROT1-ZB-08
07606255891,allocated,HA-ROT1-ZB-09
07183188295,allocated,HA-ROT1-ZB-10
07951866235,allocated,HA-ROT1-ZC
07019942484,allocated,HA-ROT1-ZC-01
07285358362,allocated,HA-ROT1-ZC-02
07346209245,allocated,HA-ROT1-ZC-03
07535973268,allocated,HA-ROT1-ZC-04
07868427017,allocated,HA-ROT1-ZC-05
07204914778,allocated,HA-ROT1-ZC-06
07511886388,allocated,HA-ROT1-ZC-07
07661910338,allocated,HA-ROT1-ZC-08
07716220193,allocated,HA-ROT1-ZC-09
07888178353,allocated,HA-ROT1-ZC-10
07943322685,allocated,HA-ROT2
07505183668,allocated,HA-ROT2-ZA
07563045424,allocated,HA-ROT2-ZA-01
07578381291,allocated,HA-ROT2-ZA-02
07291793339,allocated,HA-ROT2-ZA-03
07625602719,allocated,HA-ROT2-ZA-04
07042212034,allocated,HA-ROT2-ZA-05
07963945538,allocated,HA-ROT2-ZA-06
07482976907,allocated,HA-ROT2-ZA-07
07294242896,allocated,HA-ROT2-ZA-08
07169842771,allocated,HA-ROT2-ZA-09
07595759516,allocated,HA-ROT2-ZA-10
07076448180,allocated,HA-RUG1
07060050078,allocated,HA-RUG1-ZA
07322347554,allocated,HA-RUG1-ZA-01
07202397883,allocated,HA-RUG1-ZA-02
07468709818,allocated,HA-RUG1-ZA-03
07502453851,allocated,HA-RUG1-ZA-04
07732144161,allocated,HA-RUG1-ZA-05
07505196049,allocated,HA-RUG1-ZA-06
07765170128,allocated,HA-RUG1-ZA-07
07638579592,allocated,HA-RUG1-ZA-08
07610759001,allocated,HA-RUG1-ZA-09
07347745034,allocated,HA-RUG1-ZA-10
07074106969,allocated,HA-RUG1-ZB
07791401116,allocated,HA-RUG1-ZB-01
07363124552,allocated,HA-RUG1-ZB-02
07873391856,allocated,HA-RUG1-ZB-03
07963282590,allocated,HA-RUG1-ZB-04
07413471977,allocated,HA-RUG1-ZB-05
07383150149,allocated,HA-RUG1-ZB-06
07321212541,allocated,HA-RUG1-ZB-07
07359357843,allocated,HA-RUG1-ZB-08
07858369065,allocated,HA-RUG1-ZB-09
07979493776,allocated,HA-RUG1-ZB-10
07467165793,allocated,HA-RUG1-ZC
07252490879,allocated,HA-RUG1-ZC-01
07121471758,allocated,HA-RUG1-ZC-02
07898009098,allocated,HA-RUG1-ZC-03
07998358473,allocated,HA-RUG1-ZC-04
07111110238,allocated,HA-RUG1-ZC-05
07154920941,allocated,HA-RUG1-ZC-06
07546864876,allocated,HA-RUG1-ZC-07
07076239084,allocated,HA-RUG1-ZC-08
07518191869,allocated,HA-RUG1-ZC-09
07016366868,allocated,HA-RUG1-ZC-10
07522965579,allocated,HA-RUG2
07798048531,allocated,HA-RUG2-ZA
07274053660,allocated,HA-RUG2-ZA-01
07552163507,allocated,HA-RUG2-ZA-02
07432549979,allocated,HA-RUG2-ZA-03
07695056476,allocated,HA-RUG2-ZA-04
07185040575,allocated,HA-RUG2-ZA-05
07189696739,allocated,HA-RUG2-ZA-06
07668845670,allocated,HA-RUG2-ZA-07
07666737838,allocated,HA-RUG2-ZA-08
07801880838,allocated,HA-RUG2-ZA-09
07302829642,allocated,HA-RUG2-ZA-10
07624436510,allocated,HA-RUH1
07629169122,allocated,HA-RUH1-ZA
07547072036,allocated,HA-RUH1-ZA-01
07728014048,allocated,HA-RUH1-ZA-02
07116131208,allocated,HA-RUH1-ZA-03
07466736565,allocated,HA-RUH1-ZA-04
07428549875,allocated,HA-RUH1-ZA-05
07779342752,allocated,HA-RUH1-ZA-06
07362439479,allocated,HA-RUH1-ZA-07
07839202291,allocated,HA-RUH1-ZA-08
07986173488,allocated,HA-RUH1-ZA-09
07627914885,allocated,HA-RUH1-ZA-10
07100480714,allocated,HA-RUH1-ZB
07378505919,allocated,HA-RUH1-ZB-01
07378240561,allocated,HA-RUH1-ZB-02
07467642007,allocated,HA-RUH1-ZB-03
07417886009,allocated,HA-RUH1-ZB-04
07551223135,allocated,HA-RUH1-ZB-05
07032749084,allocated,HA-RUH1-ZB-06
07026212731,allocated,HA-RUH1-ZB-07
07339078778,allocated,HA-RUH1-ZB-08
07512151102,allocated,HA-RUH1-ZB-09
07563397785,allocated,HA-RUH1-ZB-10
07942814221,allocated,HA-RUH1-ZC
07977843986,allocated,HA-RUH1-ZC-01
07189752730,allocated,HA-RUH1-ZC-02
07951885214,allocated,HA-RUH1-ZC-03
07144068898,allocated,HA-RUH1-ZC-04
07347737081,allocated,HA-RUH1-ZC-05
07070849250,allocated,HA-RUH1-ZC-06
07185599951,allocated,HA-RUH1-ZC-07
07610381266,allocated,HA-RUH1-ZC-08
07328873803,allocated,HA-RUH1-ZC-09
07114637309,allocated,HA-RUH1-ZC-10
07704064657,allocated,HA-RUH2
07636453379,allocated,HA-RUH2-ZA
07359489258,allocated,HA-RUH2-ZA-01
07769902511,allocated,HA-RUH2-ZA-02
07568905123,allocated,HA-RUH2-ZA-03
07633130010,allocated,HA-RUH2-ZA-04
07258369669,allocated,HA-RUH2-ZA-05
07463373676,allocated,HA-RUH2-ZA-06
07150376300,allocated,HA-RUH2-ZA-07
07148701887,allocated,HA-RUH2-ZA-08
07008934559,allocated,HA-RUH2-ZA-09
07064669325,allocated,HA-RUH2-ZA-10
07557629074,allocated,HA-RUN1
07154144279,allocated,HA-RUN1-ZA
07537239602,allocated,HA-RUN1-ZA-01
07286326546,allocated,HA-RUN1-ZA-02
07906003565,allocated,HA-RUN1-ZA-03
07990289703,allocated,HA-RUN1-ZA-04
07823282300,allocated,HA-RUN1-ZA-05
07179001788,allocated,HA-RUN1-ZA-06
07765218141,allocated,HA-RUN1-ZA-07
07534222533,allocated,HA-RUN1-ZA-08
07329779967,allocated,HA-RUN1-ZA-09
07209172172,allocated,HA-RUN1-ZA-10
07188413725,allocated,HA-RUN1-ZB
07969375789,allocated,HA-RUN1-ZB-01
07808922314,allocated,HA-RUN1-ZB-02
07348122215,allocated,HA-RUN1-ZB-03
07610604292,allocated,HA-RUN1-ZB-04
07143472450,allocated,HA-RUN1-ZB-05
07237920457,allocated,HA-RUN1-ZB-06
07796881386,allocated,HA-RUN1-ZB-07
07125492617,allocated,HA-RUN1-ZB-08
07499788003,allocated,HA-RUN1-ZB-09
07821966228,allocated,HA-RUN1-ZB-10
07290330347,allocated,HA-RUN1-ZC
07912767948,allocated,HA-RUN1-ZC-01
07802926643,allocated,HA-RUN1-ZC-02
07342266359,allocated,HA-RUN1-ZC-03
07655809846,allocated,HA-RUN1-ZC-04
07165150048,allocated,HA-RUN1-ZC-05
07920754575,allocated,HA-RUN1-ZC-06
07815272881,allocated,HA-RUN1-ZC-07
07992915022,allocated,HA-RUN1-ZC-08
07017733979,allocated,HA-RUN1-ZC-09
07509441320,allocated,HA-RUN1-ZC-10
07756228575,allocated,HA-RUN2
07955841268,allocated,HA-RUN2-ZA
07408512537,allocated,HA-RUN2-ZA-01
07779413938,allocated,HA-RUN2-ZA-02
07889728376,allocated,HA-RUN2-ZA-03
07056573071,allocated,HA-RUN2-ZA-04
07119920560,allocated,HA-RUN2-ZA-05
07322689031,allocated,HA-RUN2-ZA-06
07564885306,allocated,HA-RUN2-ZA-07
07067199921,allocated,HA-RUN2-ZA-08
07921383827,allocated,HA-RUN2-ZA-09
07412015834,allocated,HA-RUN2-ZA-10
07397712689,allocated,HA-RUS1
07048667145,allocated,HA-RUS1-ZA
07929053745,allocated,HA-RUS1-ZA-01
07005596365,allocated,HA-RUS1-ZA-02
07434035059,allocated,HA-RUS1-ZA-03
07274097644,allocated,HA-RUS1-ZA-04
07116923122,allocated,HA-RUS1-ZA-05
07410669036,allocated,HA-RUS1-ZA-06
07274440747,allocated,HA-RUS1-ZA-07
07807806957,allocated,HA-RUS1-ZA-08
07071877390,allocated,HA-RUS1-ZA-09
07561108456,allocated,HA-RUS1-ZA-10
07553654920,allocated,HA-RUS1-ZB
07670772374,allocated,HA-RUS1-ZB-01
07487574319,allocated,HA-RUS1-ZB-02
07190509350,allocated,HA-RUS1-ZB-03
07907534708,allocated,HA-RUS1-ZB-04
07210122847,allocated,HA-RUS1-ZB-05
07467560712,allocated,HA-RUS1-ZB-06
07786589377,allocated,HA-RUS1-ZB-07
07332938328,allocated,HA-RUS1-ZB-08
07995369499,allocated,HA-RUS1-ZB-09
07062707331,allocated,HA-RUS1-ZB-10
07269712304,allocated,HA-RUS1-ZC
07119457520,allocated,HA-RUS1-ZC-01
07731283899,allocated,HA-RUS1-ZC-02
07861622345,allocated,HA-RUS1-ZC-03
07301915077,allocated,HA-RUS1-ZC-04
07415271049,allocated,HA-RUS1-ZC-05
07895235487,allocated,HA-RUS1-ZC-06
07297827782,allocated,HA-RUS1-ZC-07
07093100306,allocated,HA-RUS1-ZC-08
07986480198,allocated,HA-RUS1-ZC-09
07317072347,allocated,HA-RUS1-ZC-10
07626670112,allocated,HA-RUS2
07097033838,allocated,HA-RUS2-ZA
07115882729,allocated,HA-RUS2-ZA-01
07424033680,allocated,HA-RUS2-ZA-02
07805979090,allocated,HA-RUS2-ZA-03
07510757847,allocated,HA-RUS2-ZA-04
07216798891,allocated,HA-RUS2-ZA-05
07848780486,allocated,HA-RUS2-ZA-06
07053222818,allocated,HA-RUS2-ZA-07
07587259883,allocated,HA-RUS2-ZA-08
07997328706,allocated,HA-RUS2-ZA-09
07255620397,allocated,HA-RUS2-ZA-10
07914322471,allocated,HA-RUT1
07314854830,allocated,HA-RUT1-ZA
07729829589,allocated,HA-RUT1-ZA-01
07778583094,allocated,HA-RUT1-ZA-02
07937753524,allocated,HA-RUT1-ZA-03
07761572530,allocated,HA-RUT1-ZA-04
07120820340,allocated,HA-RUT1-ZA-05
07562902490,allocated,HA-RUT1-ZA-06
07229804767,allocated,HA-RUT1-ZA-07
07090347073,allocated,HA-RUT1-ZA-08
07083827523,allocated,HA-RUT1-ZA-09
07749653824,allocated,HA-RUT1-ZA-10
07255146007,allocated,HA-RUT1-ZB
07682147544,allocated,HA-RUT1-ZB-01
07977215260,allocated,HA-RUT1-ZB-02
07818972753,allocated,HA-RUT1-ZB-03
07103402504,allocated,HA-RUT1-ZB-04
07464015606,allocated,HA-RUT1-ZB-05
07360619640,allocated,HA-RUT1-ZB-06
07331938369,allocated,HA-RUT1-ZB-07
07031545274,allocated,HA-RUT1-ZB-08
07123687949,allocated,HA-RUT1-ZB-09
07353608649,allocated,HA-RUT1-ZB-10
07641896801,allocated,HA-RUT1-ZC
07616271389,allocated,HA-RUT1-ZC-01
07428478697,allocated,HA-RUT1-ZC-02
07810895080,allocated,HA-RUT1-ZC-03
07917036942,allocated,HA-RUT1-ZC-04
07808511597,allocated,HA-RUT1-ZC-05
07808360267,allocated,HA-RUT1-ZC-06
07197607958,allocated,HA-RUT1-ZC-07
07567563413,allocated,HA-RUT1-ZC-08
07651669896,allocated,HA-RUT1-ZC-09
07082235767,allocated,HA-RUT1-ZC-10
07053831467,allocated,HA-RUT2
07688405981,allocated,HA-RUT2-ZA
07447535973,allocated,HA-RUT2-ZA-01
07382921986,allocated,HA-RUT2-ZA-02
07433141881,allocated,HA-RUT2-ZA-03
07705722485,allocated,HA-RUT2-ZA-04
07379535020,allocated,HA-RUT2-ZA-05
07305294587,allocated,HA-RUT2-ZA-06
07281404965,allocated,HA-RUT2-ZA-07
07611223998,allocated,HA-RUT2-ZA-08
07637423312,allocated,HA-RUT2-ZA-09
07799243001,allocated,HA-RUT2-ZA-10
07359652891,allocated,HA-RYE1
07903723437,allocated,HA-RYE1-ZA
07643616143,allocated,HA-RYE1-ZA-01
07525787313,allocated,HA-RYE1-ZA-02
07771448939,allocated,HA-RYE1-ZA-03
07717400721,allocated,HA-RYE1-ZA-04
07367782246,allocated,HA-RYE1-ZA-05
07026110268,allocated,HA-RYE1-ZA-06
07718722222,allocated,HA-RYE1-ZA-07
07524567959,allocated,HA-RYE1-ZA-08
07618100139,allocated,HA-RYE1-ZA-09
07598614346,allocated,HA-RYE1-ZA-10
07778611705,allocated,HA-RYE1-ZB
07103786573,allocated,HA-RYE1-ZB-01
07669015096,allocated,HA-RYE1-ZB-02
07521653870,allocated,HA-RYE1-ZB-03
07523166291,allocated,HA-RYE1-ZB-04
07182309639,allocated,HA-RYE1-ZB-05
07581107983,allocated,HA-RYE1-ZB-06
07354788980,allocated,HA-RYE1-ZB-07
07372920059,allocated,HA-RYE1-ZB-08
07399356196,allocated,HA-RYE1-ZB-09
07441058431,allocated,HA-RYE1-ZB-10
07861540443,allocated,HA-RYE1-ZC
07311196660,allocated,HA-RYE1-ZC-01
07182249244,allocated,HA-RYE1-ZC-02
07022837860,allocated,HA-RYE1-ZC-03
07873364753,allocated,HA-RYE1-ZC-04
07694024564,allocated,HA-RYE1-ZC-05
07308223164,allocated,HA-RYE1-ZC-06
07016707769,allocated,HA-RYE1-ZC-07
07064783725,allocated,HA-RYE1-ZC-08
07575081319,allocated,HA-RYE1-ZC-09
07316289729,allocated,HA-RYE1-ZC-10
07690179207,allocated,HA-RYE2
07019842884,allocated,HA-RYE2-ZA
07705699038,allocated,HA-RYE2-ZA-01
07331118624,allocated,HA-RYE2-ZA-02
07946233832,allocated,HA-RYE2-ZA-03
07288058974,allocated,HA-RYE2-ZA-04
07352852343,allocated,HA-RYE2-ZA-05
07228867544,allocated,HA-RYE2-ZA-06
07535253825,allocated,HA-RYE2-ZA-07
07872283224,allocated,HA-RYE2-ZA-08
07169072803,allocated,HA-RYE2-ZA-09
07748068017,allocated,HA-RYE2-ZA-10
07858820411,allocated,HA-SAL1
07950292872,allocated,HA-SAL1-ZA
07687997694,allocated,HA-SAL1-ZA-01
07427560154,allocated,HA-SAL1-ZA-02
07195757778,allocated,HA-SAL1-ZA-03
07001935478,allocated,HA-SAL1-ZA-04
07544751737,allocated,HA-SAL1-ZA-05
07302075242,allocated,HA-SAL1-ZA-06
07644340882,allocated,HA-SAL1-ZA-07
07614483668,allocated,HA-SAL1-ZA-08
07292175342,allocated,HA-SAL1-ZA-09
07191090325,allocated,HA-SAL1-ZA-10
07947295721,allocated,HA-SAL1-ZB
07556263827,allocated,HA-SAL1-ZB-01
07565186640,allocated,HA-SAL1-ZB-02
07948536410,allocated,HA-SAL1-ZB-03
07521564474,allocated,HA-SAL1-ZB-04
07887865996,allocated,HA-SAL1-ZB-05
07059804054,allocated,HA-SAL1-ZB-06
07864649187,allocated,HA-SAL1-ZB-07
07850293207,allocated,HA-SAL1-ZB-08
07852856461,allocated,HA-SAL1-ZB-09
07495480515,allocated,HA-SAL1-ZB-10
07027152337,allocated,HA-SAL1-ZC
07214301982,allocated,HA-SAL1-ZC-01
07699400438,allocated,HA-SAL1-ZC-02
07752085078,allocated,HA-SAL1-ZC-03
07521339831,allocated,HA-SAL1-ZC-04
07435015270,allocated,HA-SAL1-ZC-05
07692696228,allocated,HA-SAL1-ZC-06
07902649070,allocated,HA-SAL1-ZC-07
07220366088,allocated,HA-SAL1-ZC-08
07465961476,allocated,HA-SAL1-ZC-09
07278634801,allocated,HA-SAL1-ZC-10
07150054873,allocated,HA-SAL2
07161765791,allocated,HA-SAL2-ZA
07841459331,allocated,HA-SAL2-ZA-01
07708634066,allocated,HA-SAL2-ZA-02
07129987706,allocated,HA-SAL2-ZA-03
07452346500,allocated,HA-SAL2-ZA-04
07041401317,allocated,HA-SAL2-ZA-05
07619671926,allocated,HA-SAL2-ZA-06
07865114798,allocated,HA-SAL2-ZA-07
07228020497,allocated,HA-SAL2-ZA-08
07142072280,allocated,HA-SAL2-ZA-09
07659880061,allocated,HA-SAL2-ZA-10
07985731237,allocated,HA-SAW1
07633687598,allocated,HA-SAW1-ZA
07179838126,allocated,HA-SAW1-ZA-01
07420380042,allocated,HA-SAW1-ZA-02
07309550639,allocated,HA-SAW1-ZA-03
07907976015,allocated,HA-SAW1-ZA-04
07774589155,allocated,HA-SAW1-ZA-05
07346292704,allocated,HA-SAW1-ZA-06
07959043485,allocated,HA-SAW1-ZA-07
07606648034,allocated,HA-SAW1-ZA-08
07851808724,allocated,HA-SAW1-ZA-09
07840267390,allocated,HA-SAW1-ZA-10
07275377405,allocated,HA-SAW1-ZB
07208959980,allocated,HA-SAW1-ZB-01
07875759615,allocated,HA-SAW1-ZB-02
07039454060,allocated,HA-SAW1-ZB-03
07682224144,allocated,HA-SAW1-ZB-04
07546484630,allocated,HA-SAW1-ZB-05
07104396018,allocated,HA-SAW1-ZB-06
07897764774,allocated,HA-SAW1-ZB-07
07029544808,allocated,HA-SAW1-ZB-08
07119267048,allocated,HA-SAW1-ZB-09
07848498592,allocated,HA-SAW1-ZB-10
07694722031,allocated,HA-SAW1-ZC
07382518317,allocated,HA-SAW1-ZC-01
07867565034,allocated,HA-SAW1-ZC-02
07290842453,allocated,HA-SAW1-ZC-03
07402594843,allocated,HA-SAW1-ZC-04
07758138777,allocated,HA-SAW1-ZC-05
07770491203,allocated,HA-SAW1-ZC-06
07771912024,allocated,HA-SAW1-ZC-07
07668050825,allocated,HA-SAW1-ZC-08
07527124569,allocated,HA-SAW1-ZC-09
07181262109,allocated,HA-SAW1-ZC-10
07421792524,allocated,HA-SAW2
07901491954,allocated,HA-SAW2-ZA
07815842977,allocated,HA-SAW2-ZA-01
07322381762,allocated,HA-SAW2-ZA-02
07112893180,allocated,HA-SAW2-ZA-03
07613967396,allocated,HA-SAW2-ZA-04
07003350288,allocated,HA-SAW2-ZA-05
07420633874,allocated,HA-SAW2-ZA-06
07080459566,allocated,HA-SAW2-ZA-07
07219426880,allocated,HA-SAW2-ZA-08
07852430731,allocated,HA-SAW2-ZA-09
07828461365,allocated,HA-SAW2-ZA-10
07062612351,allocated,HA-SBU1
07892338450,allocated,HA-SBU1-ZA
07656982203,allocated,HA-SBU1-ZA-01
07629137443,allocated,HA-SBU1-ZA-02
07780925614,allocated,HA-SBU1-ZA-03
07868267514,allocated,HA-SBU1-ZA-04
07762927322,allocated,HA-SBU1-ZA-05
07034803562,allocated,HA-SBU1-ZA-06
07066386495,allocated,HA-SBU1-ZA-07
07967745213,allocated,HA-SBU1-ZA-08
07728467185,allocated,HA-SBU1-ZA-09
07516205470,allocated,HA-SBU1-ZA-10
07056786223,allocated,HA-SBU1-ZB
07571779613,allocated,HA-SBU1-ZB-01
07559985633,allocated,HA-SBU1-ZB-02
07614088921,allocated,HA-SBU1-ZB-03
07882900925,allocated,HA-SBU1-ZB-04
07633545861,allocated,HA-SBU1-ZB-05
07058298751,allocated,HA-SBU1-ZB-06
07319919544,allocated,HA-SBU1-ZB-07
07177551239,allocated,HA-SBU1-ZB-08
07755549689,allocated,HA-SBU1-ZB-09
07052254644,allocated,HA-SBU1-ZB-10
07856524182,allocated,HA-SBU1-ZC
07509522706,allocated,HA-SBU1-ZC-01
07041881317,allocated,HA-SBU1-ZC-02
07476581363,allocated,HA-SBU1-ZC-03
07765886235,allocated,HA-SBU1-ZC-04
07851620048,allocated,HA-SBU1-ZC-05
07450234936,allocated,HA-SBU1-ZC-06
07593939791,allocated,HA-SBU1-ZC-07
07063816069,allocated,HA-SBU1-ZC-08
07895066142,allocated,HA-SBU1-ZC-09
07887806282,allocated,HA-SBU1-ZC-10
07383134606,allocated,HA-SBU2
07235417802,allocated,HA-SBU2-ZA
07504692135,allocated,HA-SBU2-ZA-01
07650803267,allocated,HA-SBU2-ZA-02
07355045842,allocated,HA-SBU2-ZA-03
07540583000,allocated,HA-SBU2-ZA-04
07345528077,allocated,HA-SBU2-ZA-05
07519327830,allocated,HA-SBU2-ZA-06
07262920655,allocated,HA-SBU2-ZA-07
07747574343,allocated,HA-SBU2-ZA-08
07175379600,allocated,HA-SBU2-ZA-09
07204856094,allocated,HA-SBU2-ZA-10
07672867357,allocated,HA-SCA1
07537828296,allocated,HA-SCA1-ZA
07672547278,allocated,HA-SCA1-ZA-01
07904508858,allocated,HA-SCA1-ZA-02
07739735688,allocated,HA-SCA1-ZA-03
07905292098,allocated,HA-SCA1-ZA-04
07517782338,allocated,HA-SCA1-ZA-05
07943846649,allocated,HA-SCA1-ZA-06
07529239545,allocated,HA-SCA1-ZA-07
07645244190,allocated,HA-SCA1-ZA-08
07983277269,allocated,HA-SCA1-ZA-09
07303463751,allocated,HA-SCA1-ZA-10
07406452725,allocated,HA-SCA1-ZB
07759131893,allocated,HA-SCA1-ZB-01
07343684783,allocated,HA-SCA1-ZB-02
07412111092,allocated,HA-SCA1-ZB-03
07539606679,allocated,HA-SCA1-ZB-04
07754587229,allocated,HA-SCA1-ZB-05
07358018906,allocated,HA-SCA1-ZB-06
07603679647,allocated,HA-SCA1-ZB-07
07698478165,allocated,HA-SCA1-ZB-08
07284470235,allocated,HA-SCA1-ZB-09
07875921121,allocated,HA-SCA1-ZB-10
07058168036,allocated,HA-SCA1-ZC
07232879555,allocated,HA-SCA1-ZC-01
07447408732,allocated,HA-SCA1-ZC-02
07952218058,allocated,HA-SCA1-ZC-03
07133375291,allocated,HA-SCA1-ZC-04
07729881143,allocated,HA-SCA1-ZC-05
07543551766,allocated,HA-SCA1-ZC-06
07265017021,allocated,HA-SCA1-ZC-07
07594632085,allocated,HA-SCA1-ZC-08
07695276945,allocated,HA-SCA1-ZC-09
07296784757,allocated,HA-SCA1-ZC-10
07102183844,allocated,HA-SCA2
07162351127,allocated,HA-SCA2-ZA
07142680544,allocated,HA-SCA2-ZA-01
07567215754,allocated,HA-SCA2-ZA-02
07913331490,allocated,HA-SCA2-ZA-03
07327572092,allocated,HA-SCA2-ZA-04
07877147075,allocated,HA-SCA2-ZA-05
07068941154,allocated,HA-SCA2-ZA-06
07271277265,allocated,HA-SCA2-ZA-07
07925257428,allocated,HA-SCA2-ZA-08
07573693055,allocated,HA-SCA2-ZA-09
07934718971,allocated,HA-SCA2-ZA-10
07566430037,allocated,HA-SCE1
07118656601,allocated,HA-SCE1-ZA
07510845290,allocated,HA-SCE1-ZA-01
07172333935,allocated,HA-SCE1-ZA-02
07588685827,allocated,HA-SCE1-ZA-03
07863989571,allocated,HA-SCE1-ZA-04
07807131447,allocated,HA-SCE1-ZA-05
07241453437,allocated,HA-SCE1-ZA-06
07061114983,allocated,HA-SCE1-ZA-07
07341028652,allocated,HA-SCE1-ZA-08
07441055050,allocated,HA-SCE1-ZA-09
07326101269,allocated,HA-SCE1-ZA-10
07301174261,allocated,HA-SCE1-ZB
07334692371,allocated,HA-SCE1-ZB-01
07479531415,allocated,HA-SCE1-ZB-02
07535813518,allocated,HA-SCE1-ZB-03
07884941894,allocated,HA-SCE1-ZB-04
07861728491,allocated,HA-SCE1-ZB-05
07626136259,allocated,HA-SCE1-ZB-06
07183613032,allocated,HA-SCE1-ZB-07
07881236677,allocated,HA-SCE1-ZB-08
07427327782,allocated,HA-SCE1-ZB-09
07180963623,allocated,HA-SCE1-ZB-10
07090933069,allocated,HA-SCE1-ZC
07126197742,allocated,HA-SCE1-ZC-01
07524292542,allocated,HA-SCE1-ZC-02
07982410549,allocated,HA-SCE1-ZC-03
07608408785,allocated,HA-SCE1-ZC-04
07049510193,allocated,HA-SCE1-ZC-05
07565086490,allocated,HA-SCE1-ZC-06
07122319877,allocated,HA-SCE1-ZC-07
07749086412,allocated,HA-SCE1-ZC-08
07247983687,allocated,HA-SCE1-ZC-09
07373683495,allocated,HA-SCE1-ZC-10
07158225891,allocated,HA-SCE2
07286102222,allocated,HA-SCE2-ZA
07276886069,allocated,HA-SCE2-ZA-01
07023207915,allocated,HA-SCE2-ZA-02
07923766140,allocated,HA-SCE2-ZA-03
07030927088,allocated,HA-SCE2-ZA-04
07274477874,allocated,HA-SCE2-ZA-05
07986253603,allocated,HA-SCE2-ZA-06
07865025020,allocated,HA-SCE2-ZA-07
07452293794,allocated,HA-SCE2-ZA-08
07393286225,allocated,HA-SCE2-ZA-09
07939145265,allocated,HA-SCE2-ZA-10
07850430929,allocated,HA-SDE1
07692801164,allocated,HA-SDE1-ZA
07650666396,allocated,HA-SDE1-ZA-01
07903522410,allocated,HA-SDE1-ZA-02
07053550406,allocated,HA-SDE1-ZA-03
07428672980,allocated,HA-SDE1-ZA-04
07007225740,allocated,HA-SDE1-ZA-05
07741215930,allocated,HA-SDE1-ZA-06
07002246423,allocated,HA-SDE1-ZA-07
07065871599,allocated,HA-SDE1-ZA-08
07027910471,allocated,HA-SDE1-ZA-09
07991396340,allocated,HA-SDE1-ZA-10
07413186386,allocated,HA-SDE1-ZB
07293136354,allocated,HA-SDE1-ZB-01
07322051604,allocated,HA-SDE1-ZB-02
07637356456,allocated,HA-SDE1-ZB-03
07312797227,allocated,HA-SDE1-ZB-04
07422802487,allocated,HA-SDE1-ZB-05
07902376289,allocated,HA-SDE1-ZB-06
07190878455,allocated,HA-SDE1-ZB-07
07031684570,allocated,HA-SDE1-ZB-08
07229677666,allocated,HA-SDE1-ZB-09
07068064252,allocated,HA-SDE1-ZB-10
07702552147,allocated,HA-SDE1-ZC
07532564981,allocated,HA-SDE1-ZC-01
07351164292,allocated,HA-SDE1-ZC-02
07893907309,allocated,HA-SDE1-ZC-03
07594745105,allocated,HA-SDE1-ZC-04
07332988006,allocated,HA-SDE1-ZC-05
07110147618,allocated,HA-SDE1-ZC-06
07700146685,allocated,HA-SDE1-ZC-07
07688815622,allocated,HA-SDE1-ZC-08
07763184134,allocated,HA-SDE1-ZC-09
07882869881,allocated,HA-SDE1-ZC-10
07932250971,allocated,HA-SDE2
07023104879,allocated,HA-SDE2-ZA
07950980262,allocated,HA-SDE2-ZA-01
07279715895,allocated,HA-SDE2-ZA-02
